sep=,
FREQ_4,y001,p001,cap001,x001,cost001,regime001,y002,p002,cap002,x002,cost002,regime002,y003,p003,cap003,x003,cost003,regime003,y004,p004,cap004,x004,cost004,regime004,y005,p005,cap005,x005,cost005,regime005,y006,p006,cap006,x006,cost006,regime006,y007,p007,cap007,x007,cost007,regime007,y008,p008,cap008,x008,cost008,regime008,aggregate
2009/09/30,1.8670000000,0.6826463834,1.8670000000,1.0651960970,0.4025963834,1.0000000000,1.8820000000,0.6939770633,1.5056000000,1.0627243867,0.4116770633,-1.0000000000,1.8970000000,0.7053285462,1.8970000000,1.0603601363,0.4207785462,1.0000000000,1.9120000000,0.7167030779,1.9120000000,1.0581224833,0.4299030779,1.0000000000,1.9270000000,0.7281028467,1.5416000000,1.0560295404,0.4390528467,-1.0000000000,1.9420000000,0.7395299777,1.9420000000,1.0540982492,0.4482299777,1.0000000000,1.9570000000,0.7509865275,1.9570000000,1.0523442424,0.4574365275,1.0000000000,1.9720000000,0.7624744796,1.5776000000,1.0507817179,0.4666744796,-1.0000000000,1.7749750000
2009/12/31,1.8710000000,0.6823270633,1.8710000000,1.0647243867,0.4016770633,1.0000000000,1.8860000000,0.6936785462,1.5088000000,1.0623601363,0.4107785462,-1.0000000000,1.9010000000,0.7050530779,1.9010000000,1.0601224833,0.4199030779,1.0000000000,1.9160000000,0.7164528467,1.9160000000,1.0580295404,0.4290528467,1.0000000000,1.9310000000,0.7278799777,1.5448000000,1.0560982492,0.4382299777,-1.0000000000,1.9460000000,0.7393365275,1.9460000000,1.0543442424,0.4474365275,1.0000000000,1.9610000000,0.7508244796,1.9610000000,1.0527817179,0.4566744796,1.0000000000,1.9760000000,0.7623457385,1.5808000000,1.0514233237,0.4659457385,-1.0000000000,1.7786750000
2010/03/31,1.8750000000,0.6820285462,1.5000000000,1.0643601363,0.4007785462,-1.0000000000,1.8900000000,0.6934030779,1.8900000000,1.0621224833,0.4099030779,1.0000000000,1.9050000000,0.7048028467,1.9050000000,1.0600295404,0.4190528467,1.0000000000,1.9200000000,0.7162299777,1.5360000000,1.0580982492,0.4282299777,-1.0000000000,1.9350000000,0.7276865275,1.9350000000,1.0563442424,0.4374365275,1.0000000000,1.9500000000,0.7391744796,1.9500000000,1.0547817179,0.4466744796,1.0000000000,1.9650000000,0.7506957385,1.5720000000,1.0534233237,0.4559457385,-1.0000000000,1.9800000000,0.7622521257,1.9800000000,1.0522800552,0.4652521257,1.0000000000,1.7835000000
2010/06/30,1.8790000000,0.6817530779,1.5032000000,1.0641224833,0.3999030779,-1.0000000000,1.8940000000,0.6931528467,1.8940000000,1.0620295404,0.4090528467,1.0000000000,1.9090000000,0.7045799777,1.9090000000,1.0600982492,0.4182299777,1.0000000000,1.9240000000,0.7160365275,1.5392000000,1.0583442424,0.4274365275,-1.0000000000,1.9390000000,0.7275244796,1.9390000000,1.0567817179,0.4366744796,1.0000000000,1.9540000000,0.7390457385,1.9540000000,1.0554233237,0.4459457385,1.0000000000,1.9690000000,0.7506021257,1.5752000000,1.0542800552,0.4552521257,-1.0000000000,1.9840000000,0.7621953749,1.9840000000,1.0533611669,0.4645953749,1.0000000000,1.7872000000
2010/09/30,1.8830000000,0.6815028467,1.5064000000,1.0640295404,0.3990528467,-1.0000000000,1.8980000000,0.6929299777,1.8980000000,1.0620982492,0.4082299777,1.0000000000,1.9130000000,0.7043865275,1.9130000000,1.0603442424,0.4174365275,1.0000000000,1.9280000000,0.7158744796,1.5424000000,1.0587817179,0.4266744796,-1.0000000000,1.9430000000,0.7273957385,1.9430000000,1.0574233237,0.4359457385,1.0000000000,1.9580000000,0.7389521257,1.9580000000,1.0562800552,0.4452521257,1.0000000000,1.9730000000,0.7505453749,1.5784000000,1.0553611669,0.4545953749,-1.0000000000,1.9880000000,0.7621771277,1.9880000000,1.0546740965,0.4639771277,1.0000000000,1.7909000000
2010/12/31,1.8870000000,0.6812799777,1.5096000000,1.0640982492,0.3982299777,-1.0000000000,1.9020000000,0.6927365275,1.9020000000,1.0623442424,0.4074365275,1.0000000000,1.9170000000,0.7042244796,1.9170000000,1.0607817179,0.4166744796,1.0000000000,1.9320000000,0.7157457385,1.5456000000,1.0594233237,0.4259457385,-1.0000000000,1.9470000000,0.7273021257,1.9470000000,1.0582800552,0.4352521257,1.0000000000,1.9620000000,0.7388953749,1.9620000000,1.0573611669,0.4445953749,1.0000000000,1.9770000000,0.7505271277,1.5816000000,1.0566740965,0.4539771277,-1.0000000000,1.9920000000,0.7621989293,1.9920000000,1.0562244056,0.4633989293,1.0000000000,1.7946000000
2011/03/31,1.8910000000,0.6810865275,1.5128000000,1.0643442424,0.3974365275,-1.0000000000,1.9060000000,0.6925744796,1.9060000000,1.0627817179,0.4066744796,1.0000000000,1.9210000000,0.7040957385,1.9210000000,1.0614233237,0.4159457385,1.0000000000,1.9360000000,0.7156521257,1.5488000000,1.0602800552,0.4252521257,-1.0000000000,1.9510000000,0.7272453749,1.9510000000,1.0593611669,0.4345953749,1.0000000000,1.9660000000,0.7388771277,1.9660000000,1.0586740965,0.4439771277,1.0000000000,1.9810000000,0.7505489293,1.5848000000,1.0582244056,0.4533989293,-1.0000000000,1.9960000000,0.7622622249,1.9960000000,1.0580157343,0.4628622249,1.0000000000,1.7983000000
2011/06/30,1.8950000000,0.6809244796,1.5160000000,1.0647817179,0.3966744796,-1.0000000000,1.9100000000,0.6924457385,1.9100000000,1.0634233237,0.4059457385,1.0000000000,1.9250000000,0.7040021257,1.9250000000,1.0622800552,0.4152521257,1.0000000000,1.9400000000,0.7155953749,1.5520000000,1.0613611669,0.4245953749,-1.0000000000,1.9550000000,0.7272271277,1.9550000000,1.0606740965,0.4339771277,1.0000000000,1.9700000000,0.7388989293,1.9700000000,1.0602244056,0.4433989293,1.0000000000,1.9850000000,0.7506122249,1.5880000000,1.0600157343,0.4528622249,-1.0000000000,2.0000000000,0.7623683561,2.0000000000,1.0600497717,0.4623683561,1.0000000000,1.8020000000
2011/09/30,1.8990000000,0.6807957385,1.5192000000,1.0654233237,0.3959457385,-1.0000000000,1.9140000000,0.6923521257,1.9140000000,1.0642800552,0.4052521257,1.0000000000,1.9290000000,0.7039453749,1.9290000000,1.0633611669,0.4145953749,1.0000000000,1.9440000000,0.7155771277,1.5552000000,1.0626740965,0.4239771277,-1.0000000000,1.9590000000,0.7272489293,1.9590000000,1.0622244056,0.4333989293,1.0000000000,1.9740000000,0.7389622249,1.9740000000,1.0620157343,0.4428622249,1.0000000000,1.9890000000,0.7507183561,1.5912000000,1.0620497717,0.4523683561,-1.0000000000,2.0040000000,0.7625185572,2.0040000000,1.0623262422,0.4619185572,1.0000000000,1.8057000000
2011/12/31,1.9030000000,0.6807021257,1.5224000000,1.0662800552,0.3952521257,-1.0000000000,1.9180000000,0.6922953749,1.9180000000,1.0653611669,0.4045953749,1.0000000000,1.9330000000,0.7039271277,1.9330000000,1.0646740965,0.4139771277,1.0000000000,1.9480000000,0.7155989293,1.5584000000,1.0642244056,0.4233989293,-1.0000000000,1.9630000000,0.7273122249,1.9630000000,1.0640157343,0.4328622249,1.0000000000,1.9780000000,0.7390683561,1.9780000000,1.0640497717,0.4423683561,1.0000000000,1.9930000000,0.7508685572,1.5944000000,1.0643262422,0.4519185572,-1.0000000000,2.0080000000,0.7627139524,2.0080000000,1.0648429079,0.4615139524,1.0000000000,1.8094000000
2012/03/31,1.9070000000,0.6806453749,1.9070000000,1.0673611669,0.3945953749,1.0000000000,1.9220000000,0.6922771277,1.9220000000,1.0666740965,0.4039771277,1.0000000000,1.9370000000,0.7039489293,1.5496000000,1.0662244056,0.4133989293,-1.0000000000,1.9520000000,0.7156622249,1.9520000000,1.0660157343,0.4228622249,1.0000000000,1.9670000000,0.7274183561,1.9670000000,1.0660497717,0.4323683561,1.0000000000,1.9820000000,0.7392185572,1.5856000000,1.0663262422,0.4419185572,-1.0000000000,1.9970000000,0.7510639524,1.9970000000,1.0668429079,0.4515139524,1.0000000000,2.0120000000,0.7629555532,2.0120000000,1.0675955867,0.4611555532,1.0000000000,1.8615250000
2012/06/30,1.9110000000,0.6806271277,1.9110000000,1.0686740965,0.3939771277,1.0000000000,1.9260000000,0.6922989293,1.9260000000,1.0682244056,0.4033989293,1.0000000000,1.9410000000,0.7040122249,1.5528000000,1.0680157343,0.4128622249,-1.0000000000,1.9560000000,0.7157683561,1.9560000000,1.0680497717,0.4223683561,1.0000000000,1.9710000000,0.7275685572,1.9710000000,1.0683262422,0.4319185572,1.0000000000,1.9860000000,0.7394139524,1.5888000000,1.0688429079,0.4415139524,-1.0000000000,2.0010000000,0.7513055532,2.0010000000,1.0695955867,0.4511555532,1.0000000000,2.0160000000,0.7632442552,2.0160000000,1.0705781860,0.4608442552,1.0000000000,1.8653250000
2012/09/30,1.9150000000,0.6806489293,1.9150000000,1.0702244056,0.3933989293,1.0000000000,1.9300000000,0.6923622249,1.9300000000,1.0700157343,0.4028622249,1.0000000000,1.9450000000,0.7041183561,1.5560000000,1.0700497717,0.4123683561,-1.0000000000,1.9600000000,0.7159185572,1.9600000000,1.0703262422,0.4219185572,1.0000000000,1.9750000000,0.7277639524,1.9750000000,1.0708429079,0.4315139524,1.0000000000,1.9900000000,0.7396555532,1.5920000000,1.0715955867,0.4411555532,-1.0000000000,2.0050000000,0.7515942552,2.0050000000,1.0725781860,0.4508442552,1.0000000000,2.0200000000,0.7635808367,2.0200000000,1.0737827521,0.4605808367,1.0000000000,1.8691250000
2012/12/31,1.9190000000,0.6807122249,1.9190000000,1.0720157343,0.3928622249,1.0000000000,1.9340000000,0.6924683561,1.9340000000,1.0720497717,0.4023683561,1.0000000000,1.9490000000,0.7042685572,1.5592000000,1.0723262422,0.4119185572,-1.0000000000,1.9640000000,0.7161139524,1.9640000000,1.0728429079,0.4215139524,1.0000000000,1.9790000000,0.7280055532,1.9790000000,1.0735955867,0.4311555532,1.0000000000,1.9940000000,0.7399442552,1.5952000000,1.0745781860,0.4408442552,-1.0000000000,2.0090000000,0.7519308367,2.0090000000,1.0757827521,0.4505808367,1.0000000000,2.0240000000,0.7639659559,2.0240000000,1.0771995347,0.4603659559,1.0000000000,1.8729250000
2013/03/31,1.9230000000,0.6808183561,1.9230000000,1.0740497717,0.3923683561,1.0000000000,1.9380000000,0.6926185572,1.9380000000,1.0743262422,0.4019185572,1.0000000000,1.9530000000,0.7044639524,1.5624000000,1.0748429079,0.4115139524,-1.0000000000,1.9680000000,0.7163555532,1.9680000000,1.0755955867,0.4211555532,1.0000000000,1.9830000000,0.7282942552,1.9830000000,1.0765781860,0.4308442552,1.0000000000,1.9980000000,0.7402808367,1.5984000000,1.0777827521,0.4405808367,-1.0000000000,2.0130000000,0.7523159559,2.0130000000,1.0791995347,0.4503659559,1.0000000000,2.0280000000,0.7644001501,2.0280000000,1.0808170654,0.4602001501,1.0000000000,1.8767250000
2013/06/30,1.9270000000,0.6809685572,1.9270000000,1.0763262422,0.3919185572,1.0000000000,1.9420000000,0.6928139524,1.9420000000,1.0768429079,0.4015139524,1.0000000000,1.9570000000,0.7047055532,1.5656000000,1.0775955867,0.4111555532,-1.0000000000,1.9720000000,0.7166442552,1.9720000000,1.0785781860,0.4208442552,1.0000000000,1.9870000000,0.7286308367,1.9870000000,1.0797827521,0.4305808367,1.0000000000,2.0020000000,0.7406659559,1.6016000000,1.0811995347,0.4403659559,-1.0000000000,2.0170000000,0.7527501501,2.0170000000,1.0828170654,0.4502001501,1.0000000000,2.0320000000,0.7648838335,2.0320000000,1.0846222511,0.4600838335,1.0000000000,1.8805250000
2013/09/30,1.9310000000,0.6811639524,1.9310000000,1.0788429079,0.3915139524,1.0000000000,1.9460000000,0.6930555532,1.9460000000,1.0795955867,0.4011555532,1.0000000000,1.9610000000,0.7049942552,1.5688000000,1.0805781860,0.4108442552,-1.0000000000,1.9760000000,0.7169808367,1.9760000000,1.0817827521,0.4205808367,1.0000000000,1.9910000000,0.7290159559,1.9910000000,1.0831995347,0.4303659559,1.0000000000,2.0060000000,0.7411001501,1.6048000000,1.0848170654,0.4402001501,-1.0000000000,2.0210000000,0.7532338335,2.0210000000,1.0866222511,0.4500838335,1.0000000000,2.0360000000,0.7654172970,2.0360000000,1.0886004798,0.4600172970,1.0000000000,1.8843250000
2013/12/31,1.9350000000,0.6814055532,1.9350000000,1.0815955867,0.3911555532,1.0000000000,1.9500000000,0.6933442552,1.9500000000,1.0825781860,0.4008442552,1.0000000000,1.9650000000,0.7053308367,1.5720000000,1.0837827521,0.4105808367,-1.0000000000,1.9800000000,0.7173659559,1.9800000000,1.0851995347,0.4203659559,1.0000000000,1.9950000000,0.7294501501,1.9950000000,1.0868170654,0.4302001501,1.0000000000,2.0100000000,0.7415838335,1.6080000000,1.0886222511,0.4400838335,-1.0000000000,2.0250000000,0.7537672970,2.0250000000,1.0906004798,0.4500172970,1.0000000000,2.0400000000,0.7660007068,2.0400000000,1.0927357386,0.4600007068,1.0000000000,1.8881250000
2014/03/31,1.9390000000,0.6816942552,1.9390000000,1.0845781860,0.3908442552,1.0000000000,1.9540000000,0.6936808367,1.5632000000,1.0857827521,0.4005808367,-1.0000000000,1.9690000000,0.7057159559,1.9690000000,1.0871995347,0.4103659559,1.0000000000,1.9840000000,0.7178001501,1.9840000000,1.0888170654,0.4202001501,1.0000000000,1.9990000000,0.7299338335,1.5992000000,1.0906222511,0.4300838335,-1.0000000000,2.0140000000,0.7421172970,2.0140000000,1.0926004798,0.4400172970,1.0000000000,2.0290000000,0.7543507068,2.0290000000,1.0947357386,0.4500007068,1.0000000000,2.0440000000,0.7666341045,1.6352000000,1.0970107435,0.4600341045,-1.0000000000,1.8415750000
2014/06/30,1.9430000000,0.6820308367,1.9430000000,1.0877827521,0.3905808367,1.0000000000,1.9580000000,0.6940659559,1.5664000000,1.0891995347,0.4003659559,-1.0000000000,1.9730000000,0.7061501501,1.9730000000,1.0908170654,0.4102001501,1.0000000000,1.9880000000,0.7182838335,1.9880000000,1.0926222511,0.4200838335,1.0000000000,2.0030000000,0.7304672970,1.6024000000,1.0946004798,0.4300172970,-1.0000000000,2.0180000000,0.7427007068,2.0180000000,1.0967357386,0.4400007068,1.0000000000,2.0330000000,0.7549841045,2.0330000000,1.0990107435,0.4500341045,1.0000000000,2.0480000000,0.7673174065,1.6384000000,1.1014070795,0.4601174065,-1.0000000000,1.8452750000
2014/09/30,1.9470000000,0.6824159559,1.9470000000,1.0911995347,0.3903659559,1.0000000000,1.9620000000,0.6945001501,1.5696000000,1.0928170654,0.4002001501,-1.0000000000,1.9770000000,0.7066338335,1.9770000000,1.0946222511,0.4100838335,1.0000000000,1.9920000000,0.7188172970,1.9920000000,1.0966004798,0.4200172970,1.0000000000,2.0070000000,0.7310507068,1.6056000000,1.0987357386,0.4300007068,-1.0000000000,2.0220000000,0.7433341045,2.0220000000,1.1010107435,0.4400341045,1.0000000000,2.0370000000,0.7556674065,2.0370000000,1.1034070795,0.4501174065,1.0000000000,2.0520000000,0.7680504046,1.6416000000,1.1059053492,0.4602504046,-1.0000000000,1.8489750000
2014/12/31,1.9510000000,0.6828501501,1.9510000000,1.0948170654,0.3902001501,1.0000000000,1.9660000000,0.6949838335,1.5728000000,1.0966222511,0.4000838335,-1.0000000000,1.9810000000,0.7071672970,1.9810000000,1.0986004798,0.4100172970,1.0000000000,1.9960000000,0.7194007068,1.9960000000,1.1007357386,0.4200007068,1.0000000000,2.0110000000,0.7316841045,1.6088000000,1.1030107435,0.4300341045,-1.0000000000,2.0260000000,0.7440174065,2.0260000000,1.1054070795,0.4401174065,1.0000000000,2.0410000000,0.7564004046,2.0410000000,1.1079053492,0.4502504046,1.0000000000,2.0560000000,0.7688327664,1.6448000000,1.1104853305,0.4604327664,-1.0000000000,1.8526750000
2015/03/31,1.9550000000,0.6833338335,1.9550000000,1.0986222511,0.3900838335,1.0000000000,1.9700000000,0.6955172970,1.5760000000,1.1006004798,0.4000172970,-1.0000000000,1.9850000000,0.7077507068,1.9850000000,1.1027357386,0.4100007068,1.0000000000,2.0000000000,0.7200341045,2.0000000000,1.1050107435,0.4200341045,1.0000000000,2.0150000000,0.7323674065,1.6120000000,1.1074070795,0.4301174065,-1.0000000000,2.0300000000,0.7447504046,2.0300000000,1.1099053492,0.4402504046,1.0000000000,2.0450000000,0.7571827664,2.0450000000,1.1124853305,0.4504327664,1.0000000000,2.0600000000,0.7696640361,1.6480000000,1.1151261395,0.4606640361,-1.0000000000,1.8563750000
2015/06/30,1.9590000000,0.6838672970,1.9590000000,1.1026004798,0.3900172970,1.0000000000,1.9740000000,0.6961007068,1.5792000000,1.1047357386,0.4000007068,-1.0000000000,1.9890000000,0.7083841045,1.9890000000,1.1070107435,0.4100341045,1.0000000000,2.0040000000,0.7207174065,2.0040000000,1.1094070795,0.4201174065,1.0000000000,2.0190000000,0.7331004046,1.6152000000,1.1119053492,0.4302504046,-1.0000000000,2.0340000000,0.7455327664,2.0340000000,1.1144853305,0.4404327664,1.0000000000,2.0490000000,0.7580140361,2.0490000000,1.1171261395,0.4506640361,1.0000000000,2.0640000000,0.7705436357,1.6512000000,1.1198064002,0.4609436357,-1.0000000000,1.8600750000
2015/09/30,1.9630000000,0.6844507068,1.9630000000,1.1067357386,0.3900007068,1.0000000000,1.9780000000,0.6967341045,1.5824000000,1.1090107435,0.4000341045,-1.0000000000,1.9930000000,0.7090674065,1.9930000000,1.1114070795,0.4101174065,1.0000000000,2.0080000000,0.7214504046,2.0080000000,1.1139053492,0.4202504046,1.0000000000,2.0230000000,0.7338827664,1.6184000000,1.1164853305,0.4304327664,-1.0000000000,2.0380000000,0.7463640361,2.0380000000,1.1191261395,0.4406640361,1.0000000000,2.0530000000,0.7588936357,2.0530000000,1.1218064002,0.4509436357,1.0000000000,2.0680000000,0.7714708663,1.6544000000,1.1245044170,0.4612708663,-1.0000000000,1.8637750000
2015/12/31,1.9670000000,0.6850841045,1.9670000000,1.1110107435,0.3900341045,1.0000000000,1.9820000000,0.6974174065,1.5856000000,1.1134070795,0.4001174065,-1.0000000000,1.9970000000,0.7098004046,1.9970000000,1.1159053492,0.4102504046,1.0000000000,2.0120000000,0.7222327664,2.0120000000,1.1184853305,0.4204327664,1.0000000000,2.0270000000,0.7347140361,1.6216000000,1.1211261395,0.4306640361,-1.0000000000,2.0420000000,0.7472436357,2.0420000000,1.1238064002,0.4409436357,1.0000000000,2.0570000000,0.7598208663,2.0570000000,1.1265044170,0.4512708663,1.0000000000,2.0720000000,0.7724449099,1.6576000000,1.1291983508,0.4616449099,-1.0000000000,1.8674750000
2016/03/31,1.9710000000,0.6857674065,1.5768000000,1.1154070795,0.3901174065,-1.0000000000,1.9860000000,0.6981504046,1.9860000000,1.1179053492,0.4002504046,1.0000000000,2.0010000000,0.7105827664,2.0010000000,1.1204853305,0.4104327664,1.0000000000,2.0160000000,0.7230640361,1.6128000000,1.1231261395,0.4206640361,-1.0000000000,2.0310000000,0.7355936357,2.0310000000,1.1258064002,0.4309436357,1.0000000000,2.0460000000,0.7481708663,2.0460000000,1.1285044170,0.4412708663,1.0000000000,2.0610000000,0.7607949099,1.6488000000,1.1311983508,0.4516449099,-1.0000000000,2.0760000000,0.7734648317,2.0760000000,1.1338663955,0.4620648317,1.0000000000,1.8723000000
2016/06/30,1.9750000000,0.6865004046,1.5800000000,1.1199053492,0.3902504046,-1.0000000000,1.9900000000,0.6989327664,1.9900000000,1.1224853305,0.4004327664,1.0000000000,2.0050000000,0.7114140361,2.0050000000,1.1251261395,0.4106640361,1.0000000000,2.0200000000,0.7239436357,1.6160000000,1.1278064002,0.4209436357,-1.0000000000,2.0350000000,0.7365208663,2.0350000000,1.1305044170,0.4312708663,1.0000000000,2.0500000000,0.7491449099,2.0500000000,1.1331983508,0.4416449099,1.0000000000,2.0650000000,0.7618148317,1.6520000000,1.1358663955,0.4520648317,-1.0000000000,2.0800000000,0.7745295820,2.0800000000,1.1384869544,0.4625295820,1.0000000000,1.8760000000
2016/09/30,1.9790000000,0.6872827664,1.5832000000,1.1244853305,0.3904327664,-1.0000000000,1.9940000000,0.6997640361,1.9940000000,1.1271261395,0.4006640361,1.0000000000,2.0090000000,0.7122936357,2.0090000000,1.1298064002,0.4109436357,1.0000000000,2.0240000000,0.7248708663,1.6192000000,1.1325044170,0.4212708663,-1.0000000000,2.0390000000,0.7374949099,2.0390000000,1.1351983508,0.4316449099,1.0000000000,2.0540000000,0.7501648317,2.0540000000,1.1378663955,0.4420648317,1.0000000000,2.0690000000,0.7628795820,1.6552000000,1.1404869544,0.4525295820,-1.0000000000,2.0840000000,0.7756379994,2.0840000000,1.1430388153,0.4630379994,1.0000000000,1.8797000000
2016/12/31,1.9830000000,0.6881140361,1.5864000000,1.1291261395,0.3906640361,-1.0000000000,1.9980000000,0.7006436357,1.9980000000,1.1318064002,0.4009436357,1.0000000000,2.0130000000,0.7132208663,2.0130000000,1.1345044170,0.4112708663,1.0000000000,2.0280000000,0.7258449099,1.6224000000,1.1371983508,0.4216449099,-1.0000000000,2.0430000000,0.7385148317,2.0430000000,1.1398663955,0.4320648317,1.0000000000,2.0580000000,0.7512295820,2.0580000000,1.1424869544,0.4425295820,1.0000000000,2.0730000000,0.7639879994,1.6584000000,1.1450388153,0.4530379994,-1.0000000000,2.0880000000,0.7767888129,2.0880000000,1.1475013222,0.4635888129,1.0000000000,1.8834000000
2017/03/31,1.9870000000,0.6889936357,1.5896000000,1.1338064002,0.3909436357,-1.0000000000,2.0020000000,0.7015708663,2.0020000000,1.1365044170,0.4012708663,1.0000000000,2.0170000000,0.7141949099,2.0170000000,1.1391983508,0.4116449099,1.0000000000,2.0320000000,0.7268648317,1.6256000000,1.1418663955,0.4220648317,-1.0000000000,2.0470000000,0.7395795820,2.0470000000,1.1444869544,0.4325295820,1.0000000000,2.0620000000,0.7523379994,2.0620000000,1.1470388153,0.4430379994,1.0000000000,2.0770000000,0.7651388129,1.6616000000,1.1495013222,0.4535888129,-1.0000000000,2.0920000000,0.7779806458,2.0920000000,1.1518545422,0.4641806458,1.0000000000,1.8871000000
2017/06/30,1.9910000000,0.6899208663,1.5928000000,1.1385044170,0.3912708663,-1.0000000000,2.0060000000,0.7025449099,2.0060000000,1.1411983508,0.4016449099,1.0000000000,2.0210000000,0.7152148317,2.0210000000,1.1438663955,0.4120648317,1.0000000000,2.0360000000,0.7279295820,1.6288000000,1.1464869544,0.4225295820,-1.0000000000,2.0510000000,0.7406879994,2.0510000000,1.1490388153,0.4330379994,1.0000000000,2.0660000000,0.7534888129,2.0660000000,1.1515013222,0.4435888129,1.0000000000,2.0810000000,0.7663306458,1.6648000000,1.1538545422,0.4541806458,-1.0000000000,2.0960000000,0.7792120188,2.0960000000,1.1560794271,0.4648120188,1.0000000000,1.8908000000
2017/09/30,1.9950000000,0.6908949099,1.5960000000,1.1431983508,0.3916449099,-1.0000000000,2.0100000000,0.7035648317,2.0100000000,1.1458663955,0.4020648317,1.0000000000,2.0250000000,0.7162795820,2.0250000000,1.1484869544,0.4125295820,1.0000000000,2.0400000000,0.7290379994,1.6320000000,1.1510388153,0.4230379994,-1.0000000000,2.0550000000,0.7418388129,2.0550000000,1.1535013222,0.4335888129,1.0000000000,2.0700000000,0.7546806458,2.0700000000,1.1558545422,0.4441806458,1.0000000000,2.0850000000,0.7675620188,1.6680000000,1.1580794271,0.4548120188,-1.0000000000,2.1000000000,0.7804813539,2.1000000000,1.1601579674,0.4654813539,1.0000000000,1.8945000000
2017/12/31,1.9990000000,0.6919148317,1.5992000000,1.1478663955,0.3920648317,-1.0000000000,2.0140000000,0.7046295820,2.0140000000,1.1504869544,0.4025295820,1.0000000000,2.0290000000,0.7173879994,2.0290000000,1.1530388153,0.4130379994,1.0000000000,2.0440000000,0.7301888129,1.6352000000,1.1555013222,0.4235888129,-1.0000000000,2.0590000000,0.7430306458,2.0590000000,1.1578545422,0.4341806458,1.0000000000,2.0740000000,0.7559120188,2.0740000000,1.1600794271,0.4448120188,1.0000000000,2.0890000000,0.7688313539,1.6712000000,1.1621579674,0.4554813539,-1.0000000000,2.1040000000,0.7817869781,2.1040000000,1.1640733383,0.4661869781,1.0000000000,1.8982000000
2018/03/31,2.0030000000,0.6929795820,2.0030000000,1.1524869544,0.3925295820,1.0000000000,2.0180000000,0.7057379994,2.0180000000,1.1550388153,0.4030379994,1.0000000000,2.0330000000,0.7185388129,1.6264000000,1.1575013222,0.4135888129,-1.0000000000,2.0480000000,0.7313806458,2.0480000000,1.1598545422,0.4241806458,1.0000000000,2.0630000000,0.7442620188,2.0630000000,1.1620794271,0.4348120188,1.0000000000,2.0780000000,0.7571813539,1.6624000000,1.1641579674,0.4454813539,-1.0000000000,2.0930000000,0.7701369781,2.0930000000,1.1660733383,0.4561869781,1.0000000000,2.1080000000,0.7831271276,2.1080000000,1.1678100359,0.4669271276,1.0000000000,1.9527250000
2018/06/30,2.0070000000,0.6940879994,2.0070000000,1.1570388153,0.3930379994,1.0000000000,2.0220000000,0.7068888129,2.0220000000,1.1595013222,0.4035888129,1.0000000000,2.0370000000,0.7197306458,1.6296000000,1.1618545422,0.4141806458,-1.0000000000,2.0520000000,0.7326120188,2.0520000000,1.1640794271,0.4248120188,1.0000000000,2.0670000000,0.7455313539,2.0670000000,1.1661579674,0.4354813539,1.0000000000,2.0820000000,0.7584869781,1.6656000000,1.1680733383,0.4461869781,-1.0000000000,2.0970000000,0.7714771276,2.0970000000,1.1698100359,0.4569271276,1.0000000000,2.1120000000,0.7844999525,2.1120000000,1.1713540023,0.4676999525,1.0000000000,1.9565250000
2018/09/30,2.0110000000,0.6952388129,2.0110000000,1.1615013222,0.3935888129,1.0000000000,2.0260000000,0.7080806458,2.0260000000,1.1638545422,0.4041806458,1.0000000000,2.0410000000,0.7209620188,1.6328000000,1.1660794271,0.4148120188,-1.0000000000,2.0560000000,0.7338813539,2.0560000000,1.1681579674,0.4254813539,1.0000000000,2.0710000000,0.7468369781,2.0710000000,1.1700733383,0.4361869781,1.0000000000,2.0860000000,0.7598271276,1.6688000000,1.1718100359,0.4469271276,-1.0000000000,2.1010000000,0.7728499525,2.1010000000,1.1733540023,0.4576999525,1.0000000000,2.1160000000,0.7859035211,2.1160000000,1.1746927400,0.4685035211,1.0000000000,1.9603250000
2018/12/31,2.0150000000,0.6964306458,2.0150000000,1.1658545422,0.3941806458,1.0000000000,2.0300000000,0.7093120188,2.0300000000,1.1680794271,0.4048120188,1.0000000000,2.0450000000,0.7222313539,1.6360000000,1.1701579674,0.4154813539,-1.0000000000,2.0600000000,0.7351869781,2.0600000000,1.1720733383,0.4261869781,1.0000000000,2.0750000000,0.7481771276,2.0750000000,1.1738100359,0.4369271276,1.0000000000,2.0900000000,0.7611999525,1.6720000000,1.1753540023,0.4476999525,-1.0000000000,2.1050000000,0.7742535211,2.1050000000,1.1766927400,0.4585035211,1.0000000000,2.1200000000,0.7873358249,2.1200000000,1.1778154123,0.4693358249,1.0000000000,1.9641250000
2019/03/31,2.0190000000,0.6976620188,2.0190000000,1.1700794271,0.3948120188,1.0000000000,2.0340000000,0.7105813539,2.0340000000,1.1721579674,0.4054813539,1.0000000000,2.0490000000,0.7235369781,1.6392000000,1.1740733383,0.4161869781,-1.0000000000,2.0640000000,0.7365271276,2.0640000000,1.1758100359,0.4269271276,1.0000000000,2.0790000000,0.7495499525,2.0790000000,1.1773540023,0.4376999525,1.0000000000,2.0940000000,0.7626035211,1.6752000000,1.1786927400,0.4485035211,-1.0000000000,2.1090000000,0.7756858249,2.1090000000,1.1798154123,0.4593358249,1.0000000000,2.1240000000,0.7887947836,2.1240000000,1.1807129318,0.4701947836,1.0000000000,1.9679250000
