sep=,
FREQ_4,y001,x001,z001,q001,y002,x002,z002,q002,y003,x003,z003,q003,y004,x004,z004,q004,y005,x005,z005,q005,y006,x006,z006,q006
1978/12/31,0.6410119526,-0.3155515195,-0.8356848603,-0.5302970702,0.6664906913,-0.2676965062,-0.8175604641,-0.4635380519,0.6905534503,-0.2194649889,-0.7922844002,-0.3931080159,0.5937662663,-0.1699306881,-0.7600434951,-0.3192610731,0.6252351265,-0.1182258780,-0.7210760556,-0.2422685519,0.6607045518,-0.0636477274,-0.6756701073,-0.1624176311
1979/03/31,0.6870539590,-0.2682975148,-0.8255262460,-0.4805380519,0.7096311701,-0.2202482151,-0.8038059386,-0.4101080159,0.7308431270,-0.1719023595,-0.7750208464,-0.3362610731,0.6280701091,-0.1222922916,-0.7393837326,-0.2592685519,0.6580520019,-0.0705390435,-0.6971580071,-0.1794176311,0.6921737385,-0.0159555213,-0.6486557788,-0.0970098923
1979/06/30,0.7297024517,-0.2207954278,-0.8135604641,-0.4271080159,0.7486241665,-0.1729731763,-0.7882844002,-0.3532610731,0.7663958937,-0.1248687577,-0.7560434951,-0.2762685519,0.6590373234,-0.0754766018,-0.7170760556,-0.1964176311,0.6873717530,-0.0239110819,-0.6716701073,-0.1140098923,0.7200805944,0.0304942937,-0.6201612658,-0.0293598009
1979/09/30,0.7679373475,-0.1735813191,-0.7998059386,-0.3702610731,0.7826236911,-0.1263369682,-0.7710208464,-0.2932685519,0.7965553846,-0.0787535105,-0.7353837326,-0.2134176311,0.6863955355,-0.0297932346,-0.6931580071,-0.1310098923,0.7130658590,0.0214294132,-0.6446557788,-0.0463598009,0.7444381249,0.0755534918,-0.5902355491,0.0402068790
1979/12/31,0.8009137543,-0.1271201945,-0.7842844002,-0.3102685519,0.8109821243,-0.0807251819,-0.7520434951,-0.2304176311,0.8208808046,-0.0338596482,-0.7130760556,-0.1480098923,0.7100317019,0.0145380971,-0.6676701073,-0.0633598009,0.7351653338,0.0653446451,-0.6161612658,0.0232068790,0.7654146197,0.1191628825,-0.5589302555,0.1113547256
1980/03/31,0.8279877222,-0.0817959986,-0.7670208464,-0.2474176311,0.8332698499,-0.0364361144,-0.7313837326,-0.1650098923,0.8391599393,0.0096005388,-0.6891580071,-0.0803598009,0.7299933022,0.0573890846,-0.6406557788,0.0062068790,0.7538569940,0.1077861788,-0.5862355491,0.0943547256,0.7833251471,0.1613480243,-0.5262995622,0.1837403499
1980/06/30,0.8487358544,-0.0379043249,-0.7480434951,-0.1820098923,0.8492881715,0.0063236301,-0.7090760556,-0.0973598009,0.8514150717,0.0515069318,-0.6636701073,-0.0107931210,0.7464844577,0.0987212983,-0.6121612658,0.0773547256,0.7694747842,0.1487905523,-0.5549302555,0.1667403499,0.7986183791,0.2022121453,-0.4924000964,0.2570141259
1980/09/30,0.8629681751,0.0043519587,-0.7273837326,-0.1143598009,0.8590751112,0.0474405183,-0.6851580071,-0.0277931210,0.8579016166,0.0918299822,-0.6366557788,0.0603547256,0.7598570989,0.1385817056,-0.5822355491,0.1497403499,0.7824864290,0.1884720950,-0.5222995622,0.2400141259,0.8118591567,0.2419265166,-0.4572908313,0.3308219523
1980/12/31,0.8707338579,0.0448640521,-0.7050760556,-0.0447931210,0.8629039074,0.0868924239,-0.6596701073,0.0433547256,0.8590995075,0.1306261451,-0.6081612658,0.1327403499,0.7705974533,0.1770953912,-0.5509302555,0.2230141259,0.7934758244,0.2270131959,-0.4884000964,0.3138219523,0.8237073373,0.2807185959,-0.4210329764,0.4048070368
1981/03/31,0.8723196285,0.0836155152,-0.6811580071,0.0263547256,0.8612742436,0.1247439924,-0.6326557788,0.1157403499,0.8556975871,0.1680305107,-0.5782355491,0.2060141259,0.7793082683,0.2144557239,-0.5182995622,0.2968219523,0.8031217102,0.2646523437,-0.4532908313,0.3878070368,0.8348935756,0.3188583331,-0.3836898648,0.4786116938
1981/06/30,0.8682408768,0.1206775788,-0.6556701073,0.0987403499,0.8548964627,0.1611391946,-0.6041612658,0.1890141259,0.8485714632,0.2042468772,-0.5469302555,0.2798219523,0.7866873102,0.2509122933,-0.4844000964,0.3708070368,0.8121732773,0.3016703275,-0.4170329764,0.4616116938,0.8461927847,0.3566430800,-0.3453268359,0.5518791470
1981/09/30,0.8592257339,0.1562016363,-0.6286557788,0.1720141259,0.8446692306,0.1962913167,-0.5742355491,0.2628219523,0.8387554912,0.2395355896,-0.5142995622,0.3538070368,0.7935027976,0.2867570068,-0.4492908313,0.4446116938,0.8214234590,0.3383750454,-0.3796898648,0.5348791470,0.8583960950,0.3943815929,-0.3060111143,0.6242553269
1981/12/31,0.8461925779,0.1904091640,-0.6001612658,0.2458219523,0.8316513109,0.2304707090,-0.5429302555,0.3368070368,0.8274097203,0.2741995348,-0.4804000964,0.4276116938,0.8005665176,0.3223087932,-0.4130329764,0.5178791470,0.8316807240,0.3750854079,-0.3413268359,0.6072553269,0.8722821750,0.4323776443,-0.2658116865,0.6953906551
1982/03/31,0.8302216328,0.2235793930,-0.5702355491,0.3198070368,0.8170282900,0.2639906882,-0.5102995622,0.4106116938,0.8157827941,0.3085687428,-0.4452908313,0.5008791470,0.8087054463,0.3578974023,-0.3756898648,0.5902553269,0.8437402379,0.4121148536,-0.3020111143,0.6783906551,0.8885887973,0.4709137696,-0.2247991721,0.7649418056
1982/06/30,0.8125215009,0.2560351276,-0.5389302555,0.3936116938,0.8020752464,0.2971920391,-0.4764000964,0.4838791470,0.8051719191,0.3429840816,-0.4090329764,0.5732553269,0.8187327390,0.3938468191,-0.3373268359,0.6613906551,0.8583552775,0.4497550057,-0.2618116865,0.7479418056,0.9079855303,0.5102356754,-0.1830456942,0.8325734351
1982/09/30,0.7943916244,0.2881271585,-0.5062995622,0.4668791470,0.7881164789,0.3304266096,-0.4412908313,0.5562553269,0.7968811055,0.3777805668,-0.3716898648,0.6443906551,0.8314189799,0.4304588207,-0.2980111143,0.7309418056,0.8762097794,0.4882599944,-0.2207991721,0.8155734351,0.9310483989,0.5505378134,-0.1406247457,0.8979598723
1982/12/31,0.7771817929,0.3202177630,-0.4724000964,0.5392553269,0.7764835003,0.3640405165,-0.4050329764,0.6273906551,0.7921789384,0.4132708150,-0.3333268359,0.7139418056,0.8474645708,0.4679972037,-0.2578116865,0.7985734351,0.8978928690,0.5278319515,-0.1790456942,0.8809598723,0.9582373042,0.5919505888,-0.0976110534,0.9607867593
1983/03/31,0.7622499058,0.3526638127,-0.4372908313,0.6103906551,0.7684725571,0.3983574944,-0.3676898648,0.6969418056,0.7922571531,0.4497291691,-0.2940111143,0.7815734351,0.8674741084,0.5066731876,-0.2167991721,0.8639598723,0.9238761591,0.5686081474,-0.1366247457,0.9437867593,0.9898769078,0.6345296271,-0.0540804399,1.0207526354
1983/06/30,0.7509192515,0.3858000224,-0.4010329764,0.6799418056,0.7653029518,0.4336629169,-0.3293268359,0.7645734351,0.7981912676,0.4873770026,-0.2538116865,0.8469598723,0.8919335406,0.5466324664,-0.1750456942,0.9267867593,0.9544945267,0.6106501924,-0.0936110534,1.0037526354,1.0261415834,0.6782474555,-0.0101096834,1.0775704562
1983/09/30,0.7444365830,0.4199228665,-0.3636898648,0.7475734351,0.7680774230,0.4701889970,-0.2900111143,0.8299598723,0.8109044660,0.5263696757,-0.2127991721,0.9097867593,0.9211908109,0.5879443305,-0.1326247457,0.9867526354,0.9899309710,0.6539356622,-0.0500804399,1.0605704562,1.0670449192,0.7229878876,0.0342236239,1.1309690401
1983/12/31,0.7439322464,0.4552756763,-0.3253268359,0.8129598723,0.7777457791,0.5081016411,-0.2498116865,0.8927867593,0.8311358322,0.5667855666,-0.1710456942,0.9697526354,0.9554405955,0.6305932208,-0.0896110534,1.0435704562,1.0302060355,0.6983524354,-0.0061096834,1.1139690401,1.1124341161,0.7685433150,0.0788412200,1.1806944345
1984/03/31,0.7503835620,0.4920353889,-0.2860111143,0.8757867593,0.7950728868,0.5474893816,-0.2087991721,0.9527526354,0.8594139041,0.6086175398,-0.1286247457,1.0265704562,0.9947136187,0.6744730006,-0.0460804399,1.0969690401,1.0751721436,0.7436959463,0.0382236239,1.1636944345,1.1619894824,0.8146150231,0.1236643170,1.2265111956
1984/06/30,0.7645825603,0.5303013760,-0.2458116865,0.9357526354,0.8206119884,0.5883547491,-0.1670456942,1.0095704562,0.8960363620,0.6517671387,-0.0856110534,1.0799690401,1.0388708934,0.7193841530,-0.0021096834,1.1466944345,1.1245130444,0.7896694730,0.0828412200,1.2095111956,1.2152290719,0.8608165570,0.1686137472,1.2682035748
1984/09/30,0.7871090495,0.5700867145,-0.2047991721,0.9925704562,0.8546841635,0.6306083749,-0.1246247457,1.0629690401,0.9410564859,0.6960417116,-0.0420804399,1.1296944345,1.0876030886,0.7650340208,0.0422236239,1.1925111956,1.1777484199,0.8358874834,0.1276643170,1.2512035748,1.2715183581,0.9066800683,0.2136101093,1.3055766058
1984/12/31,0.8183098323,0.6113121899,-0.1630456942,1.0459690401,0.8973645696,0.6740660305,-0.0816110534,1.1126944345,0.9942768120,0.7411545860,0.0018903166,1.1755111956,1.1404350722,0.8110401148,0.0868412200,1.2342035748,1.2342435449,0.8818819743,0.1726137472,1.2885766058,1.3300846872,0.9516654867,0.2585739154,1.3384570867
1985/03/31,0.8582847102,0.6538032399,-0.1206247457,1.0956944345,0.9484758969,0.7184487242,-0.0380804399,1.1585111956,1.0552502072,0.7867283215,0.0462236239,1.2172035748,1.1967355236,0.8569364242,0.1316643170,1.2715766058,1.2932237415,0.9271116440,0.2176101093,1.3214570867,1.3900361060,0.9951722706,0.3034257375,1.3666944535
1985/06/30,0.9068797105,0.6972899603,-0.0776110534,1.1415111956,1.0075892575,0.7633858801,0.0058903166,1.2002035748,1.1232883611,0.8323009720,0.0908412200,1.2545766058,1.2557313565,0.9021825705,0.1766137472,1.3044570867,1.3537932271,0.9709736546,0.2625739154,1.3496944535,1.4503840328,1.0365534135,0.3480863549,1.3901615380
1985/09/30,0.9636877601,0.7414101990,-0.0340804399,1.1832035748,1.0740325083,0.8084215372,0.0502236239,1.2375766058,1.1974774723,0.8773352018,0.1356643170,1.2874570867,1.3165265529,0.9461755606,0.2216101093,1.3326944535,1.4149578205,1.0128176595,0.3074257375,1.3731615380,1.5100691182,1.0751313114,0.3924769003,1.4087552089
1985/12/31,1.0280568064,0.7857156754,0.0098903166,1.2205766058,1.1469057877,0.8530234085,0.0948412200,1.2704570867,1.2767006930,0.9212300105,0.1806137472,1.3156944535,1.3781248708,0.9882638169,0.2665739154,1.3561615380,1.4756508555,1.0519617036,0.3520863549,1.3917552089,1.5679895508,1.1102150422,0.4365190056,1.4223968916
1986/03/31,1.0991051688,0.8296809671,0.0542236239,1.2534570867,1.2251038310,0.8965945583,0.1396643170,1.2986944535,1.3596666936,0.9633347433,0.2256101093,1.3391615380,1.4394557778,1.0277630875,0.3114257375,1.3747552089,1.5347615542,1.0877095418,0.3964769003,1.4053968916,1.6230309827,1.1411185581,0.4801349469,1.4310329638
1986/06/30,1.1757436846,0.8727151236,0.0988412200,1.2816944535,1.3073444279,0.9384873747,0.1846137472,1.3221615380,1.4449435283,1.0029649935,0.2705739154,1.3577552089,1.4994028600,1.0639737879,0.3560863549,1.3883968916,1.5911650364,1.1193688825,0.4405190056,1.4140329638,1.6740972041,1.1671792648,0.5232477882,1.4346350262
1986/09/30,1.2567040181,0.9141755814,0.1436643170,1.3051615380,1.3922022032,0.9780194435,0.2296101093,1.3407552089,1.5309968218,1.0394199452,0.3154257375,1.3713968916,1.5568338837,1.0961992747,0.4004769003,1.3970329638,1.6437530911,1.1462700258,0.4841349469,1.4176350262,1.7201406664,1.1877764486,0.5657815236,1.4332000448
1986/12/31,1.3405723116,0.9533839912,0.1886137472,1.3237552089,1.4781467419,1.0144908716,0.2745739154,1.3543968916,1.6162311694,1.0720006586,0.3600863549,1.3800329638,1.6106316355,1.1237645253,0.4445190056,1.4006350262,1.6914648123,1.1677843561,0.5272477882,1.4162000448,1.7601919611,1.2023490076,0.6076612178,1.4267503672
1987/03/31,1.4258272032,0.9896435030,0.2336101093,1.3373968916,1.5635839524,1.0472025647,0.3194257375,1.3630329638,1.6990335464,1.1000287714,0.4044769003,1.3836350262,1.6597246409,1.1460346805,0.4881349469,1.3992000448,1.7333162004,1.1833421491,0.5697815236,1.4097503672,1.7933873837,1.2104119696,0.6488131445,1.4153336090
1987/06/30,1.5108811058,1.0222570146,0.2785739154,1.3460329638,1.6468994630,1.0754749287,0.3640863549,1.3666350262,1.7778174602,1.1228650727,0.4485190056,1.3822000448,1.7031168639,1.1624329100,0.5312477882,1.3927503672,1.7684278623,1.1924491698,0.6116612178,1.3983336090,1.8189937730,1.2115713037,0.6891649230,1.3990224148
1987/09/30,1.5941235420,1.0505458552,0.3234257375,1.3496350262,1.7265027853,1.0986664566,0.4084769003,1.3652000448,1.8510665576,1.1399274096,0.4921349469,1.3757503672,1.7399155185,1.1724570773,0.5737815236,1.3813336090,1.7960499952,1.1947015714,0.6528131445,1.3820224148,1.8364298887,1.2055365863,0.7286456518,1.3779140912
1987/12/31,1.6739652706,1.0738683627,0.3680863549,1.3482000448,1.8008709578,1.1161916557,0.4525190056,1.3587503672,1.9173764112,1.1507074018,0.5352477882,1.3643336090,1.7693561764,1.1756947129,0.6156612178,1.3650224148,1.8155839182,1.1897986536,0.6931649230,1.3609140912,1.8452836947,1.1921311400,0.7671860396,1.3521301174
1988/03/31,1.7488819172,1.0916378130,0.4124769003,1.3417503672,1.8685903925,1.1275377940,0.4961349469,1.3473336090,1.9754932659,1.1547854738,0.5777815236,1.3480224148,1.7908244339,1.1718358538,0.6568131445,1.3439140912,1.8265995174,1.1775530983,0.7326456518,1.3351301174,1.8453250334,1.1712993373,0.8047185338,1.3218155323
1988/06/30,1.8174558328,1.1033391779,0.4565190056,1.3303336090,1.9283957045,1.1322799734,0.5392477882,1.3310224148,2.0243486101,1.1518437613,0.6196612178,1.3269140912,1.8038735020,1.1606833660,0.6971649230,1.3181301174,1.8288480862,1.1578983732,0.7711860396,1.3048155323,1.8365133099,1.1431108408,0.8411774449,1.2871382044
1988/09/30,1.8784149593,1.1085442195,0.5001349469,1.3140224148,1.9792043904,1.1300940857,0.5817815236,1.3099140912,2.0630885643,1.1416765075,0.6608131445,1.3011301174,1.8082372009,1.1421604404,0.7366456518,1.2878155323,1.8222701813,1.1308930745,0.8087185338,1.2701382044,1.8189999529,1.1077616429,0.8764990681,1.2482879851
1988/12/31,1.9306675684,1.1069244779,0.5432477882,1.2929140912,2.0201463439,1.1207672684,0.6236612178,1.2841301174,2.0910972266,1.1241976406,0.7011649230,1.2708155323,1.8038379774,1.1163150328,0.7751860396,1.2531382044,1.8069982573,1.0967220704,0.8451774449,1.2312879851,1.7931255712,1.0655718552,0.9106218013,1.2054757530
1989/03/31,1.9733318608,1.0982617680,0.5857815236,1.2671301174,2.0505873510,1.1042055481,0.6648131445,1.2538155323,2.1080132980,1.0994453004,0.7406456518,1.2361382044,1.7907897058,1.0833211063,0.8127185338,1.2142879851,1.7833539970,1.0556943958,0.8804990681,1.1884757530,1.7594118785,1.0169802978,0.9434862587,1.1589323503
1989/06/30,2.0057595677,1.0824558726,0.6276612178,1.2368155323,2.0701458820,1.0804384420,0.7051649230,1.2191382044,2.1137395024,1.0675831736,0.7791860396,1.1972879851,1.7693951904,1.0434766294,0.8491774449,1.1714757530,1.7518404113,1.0082379449,0.9146218013,1.1419323503,1.7185486165,0.9625360265,0.9750353807,1.1089074206
1989/09/30,2.0275528712,1.0595292029,0.6688131445,1.2021382044,2.0787026978,1.0496203738,0.7446456518,1.1802879851,2.1084445347,1.0288985877,0.8167185338,1.1544757530,1.7401384382,0.9971983724,0.8844990681,1.1249323503,1.7131289332,0.9548911017,0.9474862587,1.0919074206,1.6713758478,0.9028870263,1.0052145394,1.0556681502
1989/12/31,2.0385741593,1.0296282813,0.7091649230,1.1632879851,2.0764029984,1.0120288554,0.7831860396,1.1374757530,2.0925574849,0.9837974083,0.8531774449,1.1079323503,1.7036719279,0.9450136423,0.9186218013,1.0749074206,1.6680418787,0.8962915336,0.9790353807,1.0386681502,1.6188621307,0.8387663815,1.0339716395,0.9994979222
1990/03/31,2.0389483421,0.9930219969,0.7486456518,1.1204757530,2.0636510624,0.9680594756,0.8207185338,1.0909323503,2.0667549112,0.9327958759,0.8884990681,1.0579074206,1.6607992453,0.8875491807,0.9514862587,1.0216681502,1.6175307838,0.8331624586,1.0092145394,0.9824979222,1.5620792038,0.7709763053,1.0612572148,0.9406948884
1990/06/30,2.0290576770,0.9500966758,0.7871860396,1.0739323503,2.0410975476,0.9182178343,0.8571774449,1.0409074206,2.0319409508,0.8765096083,0.9226218013,1.0046681502,1.6124535913,0.8255175339,0.9830353807,0.9654979222,1.5626512443,0.7662967674,1.0379716395,0.9236948884,1.5021739133,0.7003704719,1.0870245195,0.8795704672
1990/09/30,2.0095292702,0.9013481019,0.8247185338,1.0239074206,2.0096198378,0.8631086442,0.8924990681,0.9876681502,1.9892210600,0.8156400745,0.9554862587,0.9484979222,1.5596727898,0.7597012748,1.0132145394,0.9066948884,1.5045349901,0.6965394436,1.0652572148,0.8625704672,1.4403381955,0.6278351458,1.1112296146,0.8164477738
1990/12/31,1.9812156392,0.8473707114,0.8611774449,0.9706681502,1.9702960282,0.8034223081,0.9266218013,0.9314979222,1.9398701639,0.7509589219,0.9870353807,0.8896948884,1.5035715244,0.6909355207,1.0419716395,0.8455704672,1.4443600045,0.6247687743,1.0910245195,0.7994477738,1.3777779805,0.5542696328,1.1338314492,0.7516599929
1991/03/31,1.9451689248,0.7888442664,0.8964990681,0.9144979222,1.9243733246,0.7399193494,0.9594862587,0.8726948884,1.8852961602,0.6832905959,1.0172145394,0.8285704672,1.4453116126,0.6200892364,1.0692572148,0.7824477738,1.3833195538,0.5518768762,1.1152296146,0.7346599929,1.3156819178,0.4805665984,1.1547919364,0.6855486991
1991/06/30,1.9026095279,0.7265183853,0.9306218013,0.8556948884,1.8732318000,0.6734131365,0.9910353807,0.8115704672,1.8269998545,0.6134937437,1.0459716395,0.7654477738,1.3860711831,0.5480458479,1.0950245195,0.7176599929,1.3225910265,0.4787500817,1.1378314492,0.6685486991,1.2551908230,0.4075928010,1.1740760236,0.6184621361
1991/09/30,1.8548901102,0.6611953701,0.9634862587,0.7945704672,1.8183445835,0.6047513909,1.0212145394,0.7484477738,1.7665325108,0.5424419250,1.0732572148,0.7006599929,1.3270136507,0.4756837101,1.1192296146,0.6515486991,1.2633054806,0.4062497318,1.1587919364,0.6014621361,1.1973687278,0.3361707732,1.1916517575,0.5507534619
1991/12/31,1.8034560335,0.5937118184,0.9950353807,0.7314477738,1.7612356624,0.5347970002,1.0499716395,0.6836599929,1.7054522673,0.4710041723,1.0990245195,0.6345486991,1.2692573908,0.4038569751,1.1418314492,0.5844621361,1.2065187789,0.3351939078,1.1780760236,0.5337534619,1.1431763600,0.2670619557,1.2074903429,0.4827789692
1992/03/31,1.7498034142,0.5249195408,1.0252145394,0.6666599929,1.7034365456,0.4644086796,1.0772572148,0.6175486991,1.6452806989,0.4000259468,1.1232296146,0.5674621361,1.2138469877,0.3333773911,1.1627919364,0.5167534619,1.1531851407,0.2663406074,1.1956517575,0.4657789692,1.0934478127,0.2009517423,1.2215661964,0.4148962901
1992/06/30,1.6954360408,0.4556663267,1.0539716395,0.6005486991,1.6464430676,0.3944220239,1.1030245195,0.5504621361,1.5874608015,0.3303110195,1.1458314492,0.4997534619,1.1617268867,0.2649975382,1.1820760236,0.4487789692,1.1041338656,0.2003728224,1.2114903429,0.3978962901,1.0488710611,0.1384368409,1.2338569931,0.3474625941
1992/09/30,1.6418224291,0.3867770991,1.0812572148,0.5334621361,1.5916736047,0.3256314816,1.1272296146,0.4827534619,1.5333176263,0.2626047815,1.1667919364,0.4317789692,1.1137182039,0.1993959569,1.1996517575,0.3808962901,1.0600498900,0.1378859213,1.2255661964,0.3304625941,1.0099728745,0.0800152803,1.2443437081,0.2808327885
1992/12/31,1.5903542866,0.3190359890,1.1070245195,0.4657534619,1.5404299321,0.2587737532,1.1498314492,0.4147789692,1.4840227135,0.1975794402,1.1860760236,0.3638962901,1.0704993537,0.1371645731,1.2154903429,0.3134625941,1.0214587208,0.0793776700,1.2378569931,0.2638327885,0.9771085351,0.0260793190,1.2530106521,0.2153577295
1993/03/31,1.5423076104,0.2531698303,1.1312296146,0.3977789692,1.4938618651,0.1945130686,1.1707919364,0.3468962901,1.4405633555,0.1358215038,1.2036517575,0.2964625941,1.0325910379,0.0787987500,1.2295661964,0.2468327885,0.9887161601,0.0252411417,1.2483437081,0.1983577295,0.9504566360,-0.0230885778,1.2598454997,0.1513824550
1993/06/30,1.4988075617,0.1898335308,1.1538314492,0.3298962901,1.4529367175,0.1334287472,1.1900760236,0.2794625941,1.4037175777,0.0778218846,1.2194903429,0.2298327885,1.0003460094,0.0246902222,1.2418569931,0.1813577295,0.9620030926,-0.0242393125,1.2570106521,0.1343824550,0.9300190772,-0.0673166165,1.2648393127,0.0892444456
1993/09/30,1.4607981454,0.1295977189,1.1747919364,0.2624625941,1.4184144591,0.0760053679,1.2076517575,0.2128327885,1.3740355483,0.0239688739,1.2335661964,0.1643577295,0.9739438816,-0.0248769228,1.2523437081,0.1173824550,0.9413254524,-0.0688889606,1.2638454997,0.0722444456,0.9156262235,-0.1065414254,1.2679865563,0.0292719240
1993/12/31,1.4290175767,0.0729389963,1.1940760236,0.1958327885,1.3908292850,0.0226258047,1.2234903429,0.1473577295,1.3518279395,-0.0254558428,1.2458569931,0.1003824550,0.9533911016,-0.0697271379,1.2610106521,0.0552444456,0.9265193381,-0.1086404670,1.2688393127,0.0122719240,0.9069470377,-0.1408027858,1.2692851097,-0.0282177986
1994/03/31,1.4039800445,0.0202330480,1.2116517575,0.1303577295,1.3704781156,-0.0264327082,1.2375661964,0.0833824550,1.3371615488,-0.0702780574,1.2563437081,0.0382444456,0.9385260533,-0.1097912017,1.2678454997,-0.0047280760,0.9172610841,-0.1435286612,1.2719865563,-0.0452177986,0.9035038509,-0.1702355425,1.2687362696,-0.0829199216
1994/06/30,1.3859643889,-0.0282492249,1.2274903429,0.0663824550,1.3574163368,-0.0709994057,1.2498569931,0.0212444456,1.3298622767,-0.1104288120,1.2650106521,-0.0217280760,0.9290291017,-0.1451010052,1.2728393127,-0.0622177986,0.9130819570,-0.1736824947,1.2732851097,-0.0999199216,0.9046913002,-0.1950589741,1.2663447481,-0.1345436908
1994/09/30,1.3750100003,-0.0723424749,1.2415661964,0.0042444456,1.3514608731,-0.1110077320,1.2603437081,-0.0387280760,1.3295253321,-0.1459391825,1.2718454997,-0.0792177986,0.9244372441,-0.1757815363,1.2759865563,-0.1169199216,0.9133870007,-0.1993144670,1.2727362696,-0.1515436908,0.9097988342,-0.2155639774,1.2621186638,-0.1828138634
1994/12/31,1.3709200323,-0.1119845974,1.2538569931,-0.0557280760,1.3522004669,-0.1464901020,1.2690106521,-0.0962177986,1.3355323237,-0.1769322710,1.2768393127,-0.1339199216,0.9241628956,-0.2020403423,1.2772851097,-0.1685436908,0.9174774397,-0.2207078730,1.2703447481,-0.1998138634,0.9180360900,-0.2320984842,1.2560695270,-0.2274720950
1995/03/31,1.3732717984,-0.1472114503,1.2643437081,-0.1132177986,1.3590128185,-0.1775698813,1.2758454997,-0.1509199216,1.3470746894,-0.2036126864,1.2799865563,-0.1855436908,0.9275162161,-0.2241548252,1.2767362696,-0.2168138634,0.9245759372,-0.2382022924,1.2661186638,-0.2444720950,0.9285603544,-0.2450515794,1.2482122184,-0.2682782413
1995/06/30,1.3814340096,-0.1781488013,1.2730106521,-0.1679199216,1.3710880415,-0.2044508637,1.2808393127,-0.2025436908,1.3631827255,-0.2262538668,1.2812851097,-0.2338138634,0.9337302785,-0.2424577852,1.2743447481,-0.2614720950,0.9338539287,-0.2521777851,1.2600695270,-0.2852782413,0.9405052676,-0.2548368239,1.2385649612,-0.3050115684
1995/09/30,1.3945903012,-0.2050017832,1.2798454997,-0.2195436908,1.3874576923,-0.2274046015,1.2839865563,-0.2508138634,1.3827593128,-0.2451836606,1.2807362696,-0.2784720950,0.9419882973,-0.2573216808,1.2701186638,-0.3022782413,0.9444601855,-0.2630383000,1.2522122184,-0.3220115684,0.9530098886,-0.2618753101,1.2271492878,-0.3374718647
1995/12/31,1.4117683132,-0.2280422118,1.2848393127,-0.2678138634,1.4070284729,-0.2467560047,1.2852851097,-0.2954720950,1.4046172956,-0.2607686330,1.2783447481,-0.3192782413,0.9514520757,-0.2691421082,1.2640695270,-0.3390115684,0.9555497321,-0.2711948200,1.2425649612,-0.3544718647,0.9652472375,-0.2665789791,1.2139900001,-0.3654804499
1996/03/31,1.4318734175,-0.2475941819,1.2879865563,-0.3124720950,1.4286195626,-0.2628676745,1.2847362696,-0.3362782413,1.4275193634,-0.2733976011,1.2741186638,-0.3560115684,0.9612907935,-0.2783210258,1.2562122184,-0.3714718647,0.9663122316,-0.2770487751,1.2311492878,-0.3824804499,0.9764514440,-0.2693347221,1.1991151233,-0.3888810753
1996/06/30,1.4537260510,-0.2640184092,1.2892851097,-0.3532782413,1.4510024286,-0.2761234764,1.2823447481,-0.3730115684,1.4502192109,-0.2834649214,1.2680695270,-0.3884718647,0.9707092536,-0.2852502511,1.2465649612,-0.3994804499,0.9759989722,-0.2809762418,1.2179900001,-0.4058810753,0.9859426791,-0.2704897589,1.1825558542,-0.4075407113
1996/09/30,1.4761015021,-0.2776958205,1.2887362696,-0.3900115684,1.4729418912,-0.2869118736,1.2781186638,-0.4054718647,1.4715027146,-0.2913540593,1.2602122184,-0.4164804499,0.9789747193,-0.2902957518,1.2351492878,-0.4228810753,0.9839476309,-0.2833134237,1.2031151233,-0.4245407113,0.9931491137,-0.2703387453,1.1643465036,-0.4213502176
1996/12/31,1.4977709292,-0.2890109152,1.2863447481,-0.4224718647,1.4932371852,-0.2956095522,1.2720695270,-0.4334804499,1.4902278689,-0.2974219575,1.2505649612,-0.4398810753,0.9854415223,-0.2937832197,1.2219900001,-0.4415407113,0.9896040618,-0.2843438627,1.1865558542,-0.4383502176,0.9976252418,-0.2691130097,1.1445244328,-0.4302248930
1997/03/31,1.5175423505,-0.2983354276,1.2821186638,-0.4504804499,1.5107617582,-0.3025658532,1.2642122184,-0.4568810753,1.5053622596,-0.3019846958,1.2391492878,-0.4585407113,0.9895726881,-0.2959853824,1.2071151233,-0.4553502176,0.9925404472,-0.2842877796,1.1683465036,-0.4472248930,0.9990660142,-0.2669722479,1.1231299846,-0.4341049024
1997/06/30,1.5343003480,-0.3060128054,1.2760695270,-0.4738810753,1.5245005878,-0.3080885040,1.2545649612,-0.4755407113,1.5160169328,-0.3053048923,1.2259900001,-0.4723502176,0.9909579194,-0.2971114445,1.1905558542,-0.4642248930,0.9924692593,-0.2832938735,1.1485244328,-0.4511049024,0.9973163614,-0.2639989301,1.1002064087,-0.4329555783
1997/09/30,1.5470432688,-0.3123439969,1.2682122184,-0.4925407113,1.5335838755,-0.3124310981,1.2431492878,-0.4893502176,1.5214756245,-0.3075812405,1.2111151233,-0.4812248930,0.9893273874,-0.2972989909,1.1723465036,-0.4681049024,0.9892526122,-0.2814338323,1.1271299846,-0.4499555783,0.9923758191,-0.2601955921,1.0757997817,-0.4267675953
1997/12/31,1.5549167820,-0.3175749937,1.2585649612,-0.5063502176,1.5373160852,-0.3157827166,1.2299900001,-0.4982248930,1.5212184596,-0.3089405106,1.1945558542,-0.4851049024,0.9845609120,-0.2966086022,1.1525244328,-0.4669555783,0.9829067214,-0.2786997252,1.1042064087,-0.4437675953,0.9843981252,-0.2554850888,1.0499589219,-0.4155570173
